epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,193.013,0.37664,0.67379,0.31708,0.93236,0.99423,0.96774,0.96625,0.96625,0.99423,0.96774,0.96625,0.96625,0.17482,0.89614,0.19887,0.60087,0.0016832,0.0016832,0.0016832
18,206.694,0.36372,0.66872,0.30581,0.91969,0.99794,0.96774,0.97116,0.96806,0.99794,0.96774,0.96674,0.94027,0.16365,0.26556,0.20406,0.6126,0.0016634,0.0016634,0.0016634
19,220.205,0.35161,0.63457,0.29815,0.91199,0.99657,0.96774,0.96855,0.96372,0.99657,0.96774,0.96617,0.96325,0.21606,1.88243,0.26336,0.65953,0.0016436,0.0016436,0.0016436
20,233.771,0.35014,0.66743,0.29429,0.91471,0.99815,0.96774,0.9687,0.9687,0.99815,0.96774,0.9687,0.9687,0.15763,1.88094,0.14549,0.58832,0.0016238,0.0016238,0.0016238
21,247.359,0.34323,0.57991,0.27776,0.90985,0.99819,0.96774,0.96691,0.96691,0.99819,0.96774,0.96691,0.96691,0.14428,0.24468,0.16244,0.59485,0.001604,0.001604,0.001604
22,261.056,0.33117,0.59725,0.27445,0.90694,0.99477,0.96774,0.96939,0.96755,0.99477,0.96774,0.96677,0.96677,0.2009,0.13142,0.20052,0.60987,0.0015842,0.0015842,0.0015842
23,274.684,0.33745,0.62984,0.27977,0.90863,0.9982,0.96774,0.97064,0.97064,0.9982,0.96774,0.97064,0.97064,0.15469,0.28557,0.1804,0.59858,0.0015644,0.0015644,0.0015644
24,288.372,0.32557,0.61683,0.26698,0.90189,0.97927,0.96774,0.96593,0.96593,0.97927,0.96774,0.96593,0.82829,0.1774,1.44693,0.25545,0.5982,0.0015446,0.0015446,0.0015446
25,298.885,0.32252,0.70971,0.27248,0.9053,0.99813,0.96774,0.96877,0.96877,0.99813,0.96774,0.96877,0.96877,0.14657,0.15005,0.14624,0.57944,0.0015248,0.0015248,0.0015248
26,309.065,0.31775,0.52579,0.25633,0.90367,0.99798,0.96774,0.9683,0.9683,0.99798,0.96774,0.9683,0.96205,0.17995,0.34444,0.23566,0.61363,0.001505,0.001505,0.001505
27,320.028,0.3345,0.53961,0.27195,0.90451,0.99763,0.96774,0.96797,0.96797,0.99763,0.96774,0.96797,0.96797,0.22202,0.09334,0.23192,0.63445,0.0014852,0.0014852,0.0014852
28,330.287,0.33269,0.55743,0.27411,0.9107,0.99817,0.96774,0.9805,0.97104,0.99817,0.96774,0.96867,0.96867,0.1774,0.62544,0.16085,0.60455,0.0014654,0.0014654,0.0014654
29,340.265,0.33699,0.58703,0.27801,0.90772,0.99774,0.96774,0.96662,0.96662,0.99774,0.96774,0.96662,0.96662,0.16299,0.09805,0.16887,0.5877,0.0014456,0.0014456,0.0014456
30,350.225,0.30751,0.58194,0.25547,0.89995,0.99633,0.96774,0.96715,0.96715,0.99633,0.96774,0.96715,0.96715,0.18102,0.11668,0.21217,0.59821,0.0014258,0.0014258,0.0014258
31,360.272,0.32108,0.58904,0.25954,0.89933,0.99806,0.96774,0.96807,0.96807,0.99806,0.96774,0.96807,0.96807,0.14138,0.1161,0.15247,0.58331,0.001406,0.001406,0.001406
32,370.524,0.30957,0.56554,0.25381,0.90149,0.99817,0.96774,0.96896,0.96896,0.99817,0.96774,0.96896,0.96896,0.14866,0.42675,0.15271,0.58433,0.0013862,0.0013862,0.0013862
33,380.35,0.31136,0.57744,0.25534,0.89909,0.99797,0.96774,0.96582,0.96582,0.99797,0.96774,0.96582,0.96041,0.14387,0.87097,0.19541,0.58874,0.0013664,0.0013664,0.0013664
34,390.071,0.30848,0.50482,0.24617,0.89745,0.99828,0.96774,0.96885,0.96885,0.99828,0.96774,0.96885,0.96885,0.13228,1.20327,0.12141,0.57243,0.0013466,0.0013466,0.0013466
35,400.104,0.31379,0.49685,0.25515,0.90193,0.9982,0.96774,0.974,0.974,0.9982,0.96774,0.974,0.974,0.12501,1.00764,0.12868,0.57015,0.0013268,0.0013268,0.0013268
36,410.37,0.29295,0.52497,0.24112,0.89034,0.9983,0.96774,0.97309,0.97309,0.9983,0.96774,0.97309,0.97309,0.11815,0.50125,0.13144,0.57031,0.001307,0.001307,0.001307
37,420.411,0.29376,0.47113,0.2386,0.89299,0.99823,0.96774,0.9689,0.9689,0.99823,0.96774,0.9689,0.9689,0.15544,0.10485,0.1258,0.58871,0.0012872,0.0012872,0.0012872
38,430.619,0.30955,0.49841,0.25197,0.90071,0.99816,0.96774,0.96741,0.96741,0.99816,0.96774,0.96741,0.96741,0.11468,0.1107,0.13673,0.56938,0.0012674,0.0012674,0.0012674
39,440.973,0.30106,0.49989,0.24072,0.89309,0.9972,0.96774,0.96802,0.96522,0.9972,0.96774,0.96802,0.96802,0.24447,0.25456,0.31129,0.65709,0.0012476,0.0012476,0.0012476
40,451.322,0.29407,0.5115,0.23214,0.89496,0.99815,0.96774,0.97687,0.97687,0.99815,0.96774,0.97687,0.97687,0.18117,0.10977,0.17679,0.61738,0.0012278,0.0012278,0.0012278
41,461.243,0.30726,0.50053,0.24208,0.89689,0.99087,0.96774,0.97189,0.97189,0.99087,0.96774,0.97189,0.86145,0.14588,1.18024,0.16521,0.58719,0.001208,0.001208,0.001208
42,471.72,0.29398,0.50357,0.22789,0.89401,0.99822,0.96774,0.98768,0.97316,0.99822,0.96774,0.97225,0.96982,0.17097,0.40603,0.21283,0.5977,0.0011882,0.0011882,0.0011882
43,481.92,0.28793,0.45829,0.23,0.89281,0.99798,0.96774,0.97768,0.97768,0.99798,0.96774,0.97768,0.97768,0.13012,0.67244,0.12537,0.57841,0.0011684,0.0011684,0.0011684
44,492.063,0.28144,0.49616,0.22528,0.89119,0.99808,0.96774,0.96954,0.96954,0.99808,0.96774,0.96954,0.96954,0.13636,0.0842,0.12653,0.57186,0.0011486,0.0011486,0.0011486
45,502.038,0.28269,0.50697,0.22659,0.88783,0.99612,0.96774,0.97047,0.97047,0.99612,0.96774,0.97047,0.97047,0.12923,1.07753,0.12822,0.57828,0.0011288,0.0011288,0.0011288
46,512.133,0.28937,0.49525,0.23357,0.89108,0.99788,0.96774,0.97345,0.97345,0.99788,0.96774,0.97345,0.97345,0.10214,0.08691,0.10515,0.56173,0.001109,0.001109,0.001109
47,522.252,0.28295,0.47861,0.22496,0.89242,0.9981,0.96774,0.97075,0.97075,0.9981,0.96774,0.97075,0.97075,0.11688,0.55745,0.12366,0.58108,0.0010892,0.0010892,0.0010892
48,532.265,0.2865,0.41192,0.24196,0.894,0.99831,0.96774,0.97662,0.97662,0.99831,0.96774,0.97662,0.97662,0.11672,2.27785,0.10623,0.57756,0.0010694,0.0010694,0.0010694
49,542.335,0.28271,0.49381,0.22615,0.88984,0.99816,0.96774,0.97094,0.97094,0.99816,0.96774,0.97094,0.97094,0.09033,0.64519,0.09465,0.5629,0.0010496,0.0010496,0.0010496
50,552.474,0.27774,0.50553,0.22057,0.89076,0.99697,0.96774,0.97264,0.97264,0.99697,0.96774,0.97264,0.97264,0.1091,0.07566,0.1414,0.56612,0.0010298,0.0010298,0.0010298
51,562.842,0.28641,0.47764,0.22093,0.89095,0.99826,0.96774,0.97321,0.97321,0.99826,0.96774,0.97321,0.97321,0.13211,0.27005,0.14816,0.58879,0.00101,0.00101,0.00101
52,573.08,0.27548,0.48393,0.22136,0.88792,0.99806,0.96774,0.97141,0.97141,0.99806,0.96774,0.97141,0.97141,0.13201,0.8753,0.15707,0.58993,0.0009902,0.0009902,0.0009902
53,583.286,0.26879,0.41279,0.21359,0.88513,0.99825,0.96774,0.9712,0.9712,0.99825,0.96774,0.9712,0.9712,0.10888,0.08316,0.11793,0.57624,0.0009704,0.0009704,0.0009704
54,593.889,0.2684,0.49891,0.21501,0.88629,0.99829,0.96774,0.97639,0.97639,0.99829,0.96774,0.97639,0.97639,0.11069,0.20319,0.12325,0.5708,0.0009506,0.0009506,0.0009506
55,603.935,0.27187,0.44151,0.21318,0.88872,0.99829,0.96774,0.97895,0.97895,0.99829,0.96774,0.97895,0.97895,0.12657,0.57851,0.11453,0.57964,0.0009308,0.0009308,0.0009308
56,614.137,0.27903,0.42461,0.21682,0.88996,0.99831,0.96774,0.97895,0.97895,0.99831,0.96774,0.97895,0.97895,0.11179,0.07456,0.11214,0.5705,0.000911,0.000911,0.000911
57,624.45,0.25983,0.44794,0.20351,0.88068,0.99827,0.96774,0.98008,0.98008,0.99827,0.96774,0.98008,0.98008,0.09522,0.07997,0.09921,0.56774,0.0008912,0.0008912,0.0008912
58,634.592,0.2695,0.45577,0.20465,0.88459,0.94858,0.96774,0.98714,0.98227,0.94858,0.96774,0.9774,0.9774,0.17364,0.08751,0.24208,0.61187,0.0008714,0.0008714,0.0008714
59,644.744,0.26597,0.42285,0.20813,0.88424,0.9983,0.96774,0.97895,0.97895,0.9983,0.96774,0.97895,0.97895,0.10292,0.25154,0.12164,0.56577,0.0008516,0.0008516,0.0008516
60,655.493,0.26192,0.44261,0.20998,0.88995,0.99831,0.96774,0.97533,0.97533,0.99831,0.96774,0.97533,0.97533,0.11014,0.08745,0.11868,0.57523,0.0008318,0.0008318,0.0008318
61,666.463,0.26149,0.43894,0.20466,0.88219,0.99829,0.96774,0.9774,0.9774,0.99829,0.96774,0.9774,0.9774,0.09179,0.24953,0.09847,0.56056,0.000812,0.000812,0.000812
62,677.793,0.26117,0.41012,0.20262,0.88219,0.99819,0.96774,0.9718,0.9718,0.99819,0.96774,0.9718,0.9718,0.08812,1.65818,0.08945,0.55928,0.0007922,0.0007922,0.0007922
63,689.143,0.26438,0.4303,0.20523,0.88489,1,0.96774,0.9836,0.9836,1,0.96774,0.9836,0.9836,0.09705,0.12141,0.10579,0.56474,0.0007724,0.0007724,0.0007724
64,699.682,0.26461,0.40728,0.19849,0.8842,0.9983,0.96774,0.98244,0.98244,0.9983,0.96774,0.98244,0.98244,0.09657,0.26561,0.1054,0.57398,0.0007526,0.0007526,0.0007526
65,710.072,0.24765,0.42068,0.19277,0.87641,0.9983,0.96774,0.98141,0.98141,0.9983,0.96774,0.98141,0.98141,0.10345,0.07365,0.10034,0.57335,0.0007328,0.0007328,0.0007328
66,720.115,0.25385,0.43821,0.19798,0.88076,0.9983,0.96774,0.98244,0.98244,0.9983,0.96774,0.98244,0.98244,0.10182,0.4161,0.10125,0.56606,0.000713,0.000713,0.000713
67,730.199,0.24201,0.40806,0.1922,0.87748,0.99831,0.96774,0.9805,0.9805,0.99831,0.96774,0.9805,0.9805,0.09212,0.09185,0.09955,0.56126,0.0006932,0.0006932,0.0006932
68,739.921,0.25988,0.40517,0.19335,0.88058,0.9983,0.96774,0.97515,0.97515,0.9983,0.96774,0.97515,0.97515,0.10402,0.24768,0.1042,0.56646,0.0006734,0.0006734,0.0006734
69,749.773,0.24978,0.40785,0.19426,0.8783,0.99829,0.96774,0.97861,0.97861,0.99829,0.96774,0.97861,0.97861,0.093,0.08254,0.09896,0.56497,0.0006536,0.0006536,0.0006536
70,759.586,0.25139,0.37705,0.1915,0.87954,0.99829,0.96774,0.97798,0.97798,0.99829,0.96774,0.97798,0.97798,0.08344,0.67038,0.08627,0.55703,0.0006338,0.0006338,0.0006338
71,769.766,0.25053,0.38354,0.19306,0.87708,0.99831,0.96774,0.97829,0.97829,0.99831,0.96774,0.97829,0.97829,0.08861,0.64223,0.10314,0.5559,0.000614,0.000614,0.000614
72,779.751,0.24271,0.39142,0.18722,0.87636,0.99828,0.96774,0.97687,0.97687,0.99828,0.96774,0.97687,0.97687,0.10714,0.09037,0.08637,0.56069,0.0005942,0.0005942,0.0005942
73,789.695,0.24182,0.39649,0.1851,0.87239,0.9983,0.96774,0.97553,0.97553,0.9983,0.96774,0.97553,0.97553,0.08393,1.39871,0.07895,0.55721,0.0005744,0.0005744,0.0005744
74,799.813,0.24806,0.3977,0.18723,0.87595,0.9983,0.96774,0.9805,0.9805,0.9983,0.96774,0.9805,0.9805,0.09116,0.10341,0.09126,0.56669,0.0005546,0.0005546,0.0005546
75,809.867,0.24346,0.38558,0.18552,0.87295,0.99829,0.96774,0.97895,0.97895,0.99829,0.96774,0.97895,0.97895,0.09076,0.65405,0.09255,0.57146,0.0005348,0.0005348,0.0005348
76,819.861,0.23501,0.3722,0.17838,0.87262,0.99832,0.96774,0.9805,0.9805,0.99832,0.96774,0.9805,0.9805,0.089,0.09006,0.09588,0.55538,0.000515,0.000515,0.000515
77,829.934,0.23854,0.37239,0.18266,0.87515,0.99829,0.96774,0.983,0.983,0.99829,0.96774,0.983,0.983,0.0914,0.76563,0.09652,0.5584,0.0004952,0.0004952,0.0004952
78,839.909,0.23671,0.3942,0.18285,0.87585,0.99828,0.96774,0.97968,0.97968,0.99828,0.96774,0.97968,0.97968,0.10945,0.42368,0.12509,0.5657,0.0004754,0.0004754,0.0004754
79,849.898,0.24046,0.40163,0.18758,0.87771,0.9983,0.96774,0.98094,0.98094,0.9983,0.96774,0.98094,0.98094,0.09485,0.4137,0.15568,0.56613,0.0004556,0.0004556,0.0004556
80,859.808,0.24199,0.365,0.18372,0.87776,0.99833,0.96774,0.983,0.983,0.99833,0.96774,0.983,0.983,0.09932,0.0846,0.08873,0.55713,0.0004358,0.0004358,0.0004358
81,869.742,0.23831,0.39367,0.18136,0.87666,0.99831,0.96774,0.9805,0.9805,0.99831,0.96774,0.9805,0.9805,0.08632,1.26841,0.08664,0.55753,0.000416,0.000416,0.000416
82,879.816,0.22752,0.34373,0.17419,0.87575,0.99831,0.96774,0.97968,0.97968,0.99831,0.96774,0.97968,0.97968,0.09067,1.36508,0.07813,0.55808,0.0003962,0.0003962,0.0003962
83,889.706,0.2329,0.38761,0.17934,0.87399,0.99831,0.96774,0.97931,0.97931,0.99831,0.96774,0.97931,0.97931,0.0774,1.15443,0.08602,0.55458,0.0003764,0.0003764,0.0003764
84,899.672,0.23624,0.34315,0.17516,0.87376,0.99831,0.96774,0.98191,0.98191,0.99831,0.96774,0.98191,0.98191,0.08691,0.07865,0.08678,0.55983,0.0003566,0.0003566,0.0003566
85,909.717,0.22487,0.38533,0.1681,0.86819,0.99832,0.96774,0.98141,0.98141,0.99832,0.96774,0.98141,0.98141,0.08411,0.08653,0.07639,0.55653,0.0003368,0.0003368,0.0003368
86,919.561,0.22668,0.36776,0.17102,0.87678,0.99831,0.96774,0.98191,0.98191,0.99831,0.96774,0.98191,0.98191,0.09009,0.08533,0.09036,0.55647,0.000317,0.000317,0.000317
87,929.69,0.22284,0.38217,0.16991,0.86636,0.99832,0.96774,0.983,0.983,0.99832,0.96774,0.983,0.983,0.08033,0.08244,0.08027,0.55382,0.0002972,0.0002972,0.0002972
88,939.682,0.22298,0.3578,0.16721,0.87361,0.99833,0.96774,0.983,0.983,0.99833,0.96774,0.983,0.983,0.0693,0.07457,0.06932,0.55182,0.0002774,0.0002774,0.0002774
89,949.703,0.22703,0.35909,0.16723,0.87408,0.99833,0.96774,0.98244,0.98244,0.99833,0.96774,0.98244,0.98244,0.07616,0.07184,0.07349,0.55309,0.0002576,0.0002576,0.0002576
90,960.015,0.22308,0.32797,0.16375,0.868,0.99833,0.96774,0.98244,0.98244,0.99833,0.96774,0.98244,0.98244,0.07258,0.07561,0.07752,0.54978,0.0002378,0.0002378,0.0002378
